id,eng_name,malay_name,family
1457,Cratoxylum sumatranum (Jack) Blume,"Serungan (Malay), Serungan mampat (Malay, Brunei)",
1458,Ardisia elliptica Thunb.,"Serusop?, Tulang ai (Kelabit), Sindud sindud (Dusun)",
1459,Ardisia caudifera Mez,Serusup,
1460,"Ardisia javanica A.DC.
(syn = Ardisia humilis Blume)",Serusup,
1461,Rapanea borneensis Mez,Serusup,
1462,Ardisia sumatrana Miq.,Serusup (Kadazan),
1463,Claoxylon longifolium (Bl.) Endl. ex Hassk.,Sesbang (Iban),
1464,Chisocheton pentandrus Merr.,Sibalia,
1465,Rinorea iliaspaiei Jacobs,Siku bangah (Iban),
1466,Garcinia celebica L.,Sikub (Iban),
1467,Endocomia rufirachis (J.Sinclair) W.J.de Wilde,Sikut nabalu (Dusun),
1468,Norrisia maior Soler,Simpapait (Dusun),
1469,Dillenia beccariana Martelli,Simpoh (Malay),
1470,Dillenia eximia Miq.,Simpoh (Malay),
1471,Dillenia indica L.,Simpoh (Malay),
1472,Dillenia luzoniensis (Vidal) Merr.,Simpoh (Malay),
1473,Dillenia reticulata King,Simpoh (Malay),
1474,Dillenia suffruticosa (Griff.) Martelli,Simpoh (Malay),
1475,Dillenia sumatrana Miq.,Simpoh (Malay),
1476,"Dillenia ovata Wall. ex Hook.f. & Thomson
(syn = Dillenia grandifolia Wall.)",Simpoh daun merah (Malay),
1477,Dillenia borneensis Hoogland,"Simpoh gajah (Malay), Simpur gajah (Dusun)",
1478,Dillenia excelsa (Jack) Gilg.,"Simpoh laki (Malay), Simpur laki",
1479,Dillenia pulchella (Jack) Gilg.,Simpoh paya (Malay),
1480,Lepisanthes alata (Blume) Leenh.,"Sintatanod (Dusun), Engkilili (Iban)",
1481,Anisophyllea corneri Ding Hou,Sireh-sireh (Malay),
1482,Pternandra azurea (DC.) Burkill,Sireh-sireh (Malay),
1483,Pternandra multiflora Cogn.,Sireh-sireh (Malay),
1484,Pternandra rostrata (Cogn.) M.P. Nayar,Sireh-sireh (Malay),
1485,Pternandra gracilis (Cogn.) M.P. Nayar,"Sireh-sireh (Malay), Kayu tulu (Iban)",
1486,Garcinia trianii Pierre,Songud songud,
1487,Archidendron havilandii (Ridl.) I. Nielsen,"Sosopodon (Dusun), Lakudang (Kelabit)",
1488,Timonius villamilli Merr.,"Suaban, Merpingan",
1489,Artocarpus altilis (Parkinson) Forberg,Sukun (Malay),
1490,Saurauia acuminata**,"Sukung-sukung, Langungan",
1491,Antidesma neurocarpum Miq.,"Sumping gudaun (Dusun), Ladap orap (Kelabit)",
1492,Weinmannia clemensiae Steenis,Sumu silan,
1493,Weinmannia blumei* ?,Sumu silan?,
1494,Weinmannia borneensis Engl.,Sumu silan?,
1495,Toona ciliata M.J.Roem.,Surian limpaga/ Ranggoh (Dusun),
1496,Sarcotheca diversifolia (Miq.) Hallier f.,"Tabarus (Dusun), Iba jantan (Suluk)",
1497,Turpinia grandis B.L.Linden,Tae berak (Kelabit),
1498,Pentace discolor Merr.,Takalis,
1499,Pentace triptera Mast.,Takalis,
1500,Pentace polyantha Hassk.,Takalis Daun Besar,
1501,Pentace adenophora Kostermans,"Takalis daun bulat (Malay), Takalis",
1502,Pentace chartacea Kostermans,"Takalis, Kembang",
1503,Pentace laxiflora Merr.,"Takalis, Takalis Daun Kecil, Takalis daun halus",
1504,Pentace erectinervia Kostermans,Takalis/ Takalis Daun Halus (Malay),
1505,Homalium caryophyllaceum (Zoll. & Moritzi) Benth.,Takaliu,
1506,Homalium foetidum (Roxb.) Benth.,Takaliu,
1507,Homalium grandiflorum Benth.,"Takaliu, Resak kulat (Iban)",
1508,Guettarda speciosa L.,"Tali arai, Jangkugan",
1509,Terminalia foetidissima Griff.,Talisai (Malay),
1510,Terminalia microcarpa Decne,Talisai (Malay),
1511,Terminalia phellocarpa King,Talisai (Malay),
1512,Terminalia subspathulata King,"Talisai (Malay), Talae (Kelabit)",
1513,Terminalia citrina Roxb. ex Flem.,"Talisai jambu (Malay), Gerunggang biabas (Dusun)",
1514,Terminalia bellirica Roxb.,Talisai jambu?,
1515,Terminalia catappa L.,Talisai ketapang (Malay),
1516,Terminalia copelandi Elmer,Talisai paya (Malay),
1517,Fagraea rugulosa K.M.Wong & Sugau,"Tamasuk jantan (Malay, Brunei)",
1518,"Barringtonia acutangula (L.) Gaertn.
(syn = Barringtonia acutangula subsp. acutangula (L.) Gaertn.)",Tampalang (Dusun),
1519,Barringtonia asthonii Payens,Tampalang (Dusun),
1520,Barringtonia longisepala Payens,Tampalang (Dusun),
1521,Barringtonia macrostachya (Jack) Kurz,Tampalang (Dusun),
1522,Barringtonia sarcostachys (Blume) Miq.,Tampalang (Dusun),
1523,Barringtonia scortechinii King,Tampalang (Dusun),
1524,Crypteronia borneensis J.T.Pereira & K.M. Wong,Tampasu (Dusun),
1525,Aporosa nigricans Hook.f.,Tampi,
1526,Baccaurea pubera Müll.-Arg.,Tampoi hutan (Malay),
1527,"Baccaurea pubera (Miq.) Müll.Arg.
(syn = Baccaurea latifolia King ex Hook.f.)",Tampoi kuning (Malay),
1528,Baccaurea macrocarpa (Miq.) Müll.-Arg.,"Tampoi merah (Malay), Popou/ Pugi (Dusun), Puak (Kelabit)",
1529,Baccaurea bracteata Müll.-Arg.,Tampoi paya/ Tampoi puyu (Malay),
1530,Agrostistachys sessilifolia Pax & K.Hoffm.,Tanamud (Dusun),
1531,Ficus geocharis Corner,Tandiran,
1532,Ochanostachys amentacea Mast.,"Tanggal (Dusun), Petaling (Malay), Entikal (Iban)",
1533,Timonius flavescens Baker,"Tapai apai (Dusun Putatan), Rantap (Brunei), Tulang sai, Rantar",
1534,Ficus minahassae (Teijsm. & de Vriese) Miq.,Tapian diwit (Dusun),
1535,Turpinia sphaerocarpa Hassk.,Tapong-tapong (Dusun),
1536,Vernonia arborea Buch.-Ham.,"Tapong-tapong (Malay), Tembong (Dusun Bundu Tuhan), Kayu bubuh (Kelabit), Entepung (Iban)",
1537,Artocarpus odoratissimus Blanco,"Tarap (Malay), Timadang (Kadazan/Dusun), Keran bata (Kelabit), Lumuk amat (Iban)",
1538,Breynia coronata Hook.f.,"Tatamoh (Dusun), Tamu tamu (Malay, Brunei)",
1539,Ficus brunneoaurata Corner,"Tegong (Dusun), Ajang/Kepan (Kelabit), Badak kempan/puntong (Iban)",
1540,Leea aequata L.,Tegumamali (Dusun),
1541,Dendrocnide elliptica (Merr.) Chew,"Tehipoi (Dusun), Capai, Kojipai, Anjarapai, Turapai.",
1542,Xanthophyllum neglectum Meijden,"Telingo besing?, Minyak Beruk?",
1543,Casearia hosei Merr.,Telingo bosing (Dusun),
1544,Pterocymbium javanicum R.Br.,Teluto (?),
1545,Alstonia iwahigensis Elmer,"Tembeilik (Dusun), Pulai gunung (Malay)",
1546,Callicarpa longifolia Lam.,Tembung (Dusun),
1547,Callicarpa fulvohirsuta Merr.,"Tembung, Serimulok",
1548,Fagraea fragrans Roxb.,"Tembusu (Malay), Tombinaton (Dusun), Kemesu (Iban)",
1549,Fagraea gigantea Ridl.,Tembusu hutan/ Temasuk hutan (Malay),
1550,Fagraea belukar K.M.Wong & Sugau,"Tembusu tagai (Malay), Tamasuk hutan (Malay, Brunei)",
1551,Streblus elongatus (Miq.) Corner,Tempinis (Malay),
1552,Ceriops decandra (Griff.) Ding Hou,"Tengar (Malay, Brunei)",
1553,Ceriops tagal (Pers.) C.B.Rob.,"Tengar (Malay, Brunei), Tanug (Bajau)",
1554,Casearia grewiaefolia Vent,Tepion tirabas (Dusun),
1555,Daphniphyllum glaucescens Blume,Teradam bukit (Iban),
1556,Nyssa javanica (Blume) Wangerin,"Terang bulu (Kelabit, Sarawak)",
1557,Parartocarpus bracteatus (King ex Hook.) Becc.,Terap (Malay),
1558,Artocarpus anisophyllus Miq.,"Terap ikal (Malay), Bangkil (Dusun), Pundang (Iban), Keran (Kelabit)",
1559,Artocarpus elasticus Reinw. ex Blume,"Terap togop/ Talun (Dusun), Kilid/Talun (Kelabit), Tekalung (Iban)",
1560,Ixora concinna R.Br.,Terapis,
1561,Campnosperma auriculatum (Blume) Hook.f.,"Terentang (Malay), Telatang pelanuk (Kelabit)",
1562,Campnosperma coriaceum (Jack) Hallier f. ex Steenis,Terentang paya (Malay),
1563,Campnosperma squamatum Ridl.,Terentang putih (Malay),
1564,Acalypha caturus Blume,"Tetepung (Dusun), Kayu tapang (Kelabit)",
1565,Lagerstroemia speciosa (L.) Pers.,Tibabah (Dusun Banggi),
1566,Lithocarpus elegans (Blume) Hatus. ex Soepadmo,"Tihaig (Dusun), Berang ulid (Kelabit), Empili padi (Iban)",
1567,Lithocarpus brochidodromus S.Julia & Soepadmo,Tikalod (Dusun),
1568,Lithocarpus cantleyanus (King ex Hook.f.) Rehder,Tikalod (Dusun),
1569,Lithocarpus conocarpus (Oudem.) Rehder,"Tikalod (Dusun), Salid siah (Kelabit)",
1570,Kleinhovia hospita L.,Timahar,
1571,Artocarpus lanceifolius Roxb.,"Timakon (Dusun), Pala munsuh (Iban)",
1572,Artocarpus tamaran Becc.,"Timbangan (Dusun), Entawa (Iban)",
1573,Archidendron clyperia subsp. clyperia var. casai (Blanco) I.C. Nielsen,Timbarayong,
1574,Peltophorum racemosum Merr.,Timbarayong (Dusun),
1575,Adenanthera kostermansii I.C.Nielsen,"Timbarayong (Dusun), Kayu piling (Iban)",
1576,Wikstroemia tenuiramis Miq.,"Tindot, Bilud (Kelabit)",
1577,Colona serratifolia Cav,"Tindoulu (Dusun Banggi), Takalis, Mandahasi (Dusun)",
1578,Bruinsmia styracoides Boerl. & Koord.,Tinggo-tinggo (Dusun),
1579,Neonauclea gigantea (Valeton) Merr.,"Tintap (Dusun Bundu Tuhan), Kombalu (Dusun KBTGN)",
1580,Neonauclea paracyrtopoda Bakh.f. & Ridsd.,"Tintap, Bangkal?",
1581,Pisonia umbellifera (J.R.Forst.) Seemen,Tintotobokon/ Tutubokon (Dusun),
1582,Fagraea cuspidata Blume,Todopon puok (Dusun),
1583,Fagraea spicata Baker,Todopon puok (Dusun),
1584,Fagraea stenophylla Becc. ex Merr.,Todopon puok (Dusun),
1585,Fagraea volubilis var. volubilis Wall.,Todopon puok (Dusun),
1586,Adinandra excelsa Korth.,Togouon,
1587,Leea guineensis G.Don,Togumamali (Dusun),
1588,Leea aculeata Blume ex Spreng,"Togumamali (Dusun), Mali mali (Malay), Kemali (Kelabit)",
1589,Neonauclea excelsa Merr.,Tombung,
1590,Antidesma ghaesembilla Gaertn.,"Tondoropis (Dusun), Tondupis (Kadazan)",
1591,Eurycoma longifolia Jack,"Tongkat ali (Malay), Tombuid (Dusun), Petawarr/Temawarr (Kelabit)",
1592,Milletia pinnata L.,"Toowiron, Bamboi suluk",
1593,Ailanthus integrifolia Lam.,Tree of Heaven,
1594,Archidendron sabahense I.C.Nielsen,Tuba-Tuba (Malay?),
1595,Diospyros piscicapa Ridl.,Tuba (Malay),
1596,"Goniothalamus ridleyi King
(syn = Goniothalamus fasciculatus Boerl.)",Tuhob (Dusun),
1597,Dolichandrone spathacea (L.f.) K.Schum.,"Tui (Dusun), Kelaju (Dusun)",
1598,Radermachera ramiflora Steenis,Tuik-tuik hutan (Malay),
1599,Scyphostegia borneensis Stapf,"Tulau (Idahan), Katamanuk (Dusun)",
1600,Agathis kinabaluensis de Laub.,"Tumu (Murut), Tomo (Kelabit)",
1601,Bischofia javanica Blume,"Tungau (Dusun), Toar (Kelabit)",
1602,Fordia splendidissima (Blume ex Miq.) J.R.M.Buijsen,Turoi turoi/ sinterui terui (Dusun),
1603,Tetramerista glabra Miq.,"Tuyot (Dusun), Punah (Malay)",
1604,Upuna borneensis Symington,Upun batu (Iban),
1605,Shorea geniculata Symington ex P.S.Ashton,"Upun penyau (Malay, in Sarawak)",
1606,Parashorea smythiesii Wyatt-Sm. ex P.S.Ashton,"Urat mata batu (Malay), Meruyun (in Sarawak)",
1607,Parashorea tomentella (Symington) Meijer,Urat mata beludu (Malay),
1608,Parashorea parvifolia Wyatt-Sm. ex P.S.Ashton,Urat mata daun kecil (Malay),
1609,Parashorea malaanonan (Blanco) Merr.,Urat mata daun licin (Malay),
1610,Litsea umbellata (Lour.) Merr.,Urtadam (Dusun),
1611,Clausena lansium (Lous) Skeels,Wampi (Malay),
1612,Gmelina uniflora Stapf,War imang bayang,
1613,Gmelina arborea Roxb.,Yemane (trade name),
1614,Acacia confusa Merr.,,
1615,Acacia holosericea G.Don,,
1616,Acacia mangium Willd.,,
1617,Acalypha amentacea Roxb.,,
1618,Acronychia pedunculata (L.) Miq.,,
1619,Actephila excelsa Müll.-Arg.,,
1620,Actephila excelsa var. javanica (Miq.) Pax & K.Hoffm. (syn = Actephila gitingensis Elmer),,
1621,Actinodaphne kostermansii S.Julia,,
1622,Actinodaphne macrophylla (Blume) Nees,,
1623,Actinodaphne oleifolia Gamble,,
1624,Actinodaphne percoriacea S.Julia,,
1625,Actinodaphne spathulifolia S.Julia,,
1626,Actinodaphne sulcata S.Julia,,
1627,Actinodaphne venosa S.Julia,,
1628,Adenanthera borneensis Brace ex King,,
1629,Adinandra clemensiae Kobuski,,
1630,Adinandra colombonensis Kobuski,,
1631,Adinandra crassifolia J.Sugau,,
1632,Adinandra impressa Kobuski,,
1633,Adinandra lenticellata J.Sugau,,
1634,Adinandra longipedicellata J.Sugau,,
1635,Adinandra magniflora Kobuski,,
1636,Adinandra myrioneura Kobuski,,
1637,Adinandra pangiensis J.Sugau,,
1638,Adinandra quinquepartita Kobuski,,
1639,Adinandra sadaui J.Sugau,,
1640,Adinandra subsessilis Airy Shaw,,
1641,Adinandra verrucosa Stapf,,
1642,Aegiceras floridum Roem. & Schult.,,
1643,Aeschynomene indica L.,,
1644,Aglaia beccarii C.DC.,,
1645,Aglaia crassinervia Kurz ex Hiern,,
1646,Aglaia cuculata Pellegrin,,
1647,Aglaia cumingiana Turcz.,,
1648,Aglaia densisquama C.M.Pannell,,
1649,Aglaia edulis Hiern,,
1650,Aglaia elaeagnoidea Benth.,,
1651,"Aglaia elliptica (C.DC.) Blume
(syn = Aglaia lancifolia Harms)",,
1652,Aglaia exstipulata (Griff.) W.Theobald,,
1653,Aglaia forbesii King,,
1654,Aglaia glabrata Teijsm. & Binn.,,
1655,Aglaia grandis Korth.,,
1656,Aglaia hiernii King,,
1657,Aglaia leptantha Miq.,,
1658,"Aglaia leptantha Miq.
(syn = Aglaia glabriflora Hiern)",,
1659,Aglaia leucophylla King,,
1660,Aglaia luzoniensis Merr. & Rolfe,,
1661,Aglaia monozyga Harms,,
1662,Aglaia multinervis C.M.Pannell,,
1663,Aglaia oligophylla Miq.,,
1664,Aglaia pachyphylla Miq.,,
1665,Aglaia palembanica Miq.,,
1666,Aglaia ramotricha C.M.Pannell,,
1667,Aglaia rivularis Merr.,,
1668,Aglaia rubiginosa (Hiern) C.M.Pannell,,
1669,Aglaia rufinervis (Blume) Bent.,,
1670,Aglaia scortechinii King,,
1671,Aglaia sessilifolia C.M.Pannell,,
1672,Aglaia sexipetala Griff.,,
1673,Aglaia silvestris Merr.,,
1674,"Aglaia simplicifolia (Bedd.) Harms
(syn = Aglaia meliosmoides Craib.)",,
1675,"Aglaia simplicifolia (Bedd.) Harms
(syn = Aglaia sterculioides Kosterm.)",,
1676,Aglaia simplicifolia Harms,,
1677,Aglaia speciosa Blume,,
1678,Aglaia spectabilis (Miq.) S.S.Jain & Bennet,,
1679,Aglaia squamulosa King,,
1680,Aglaia stellatopilosa C.M.Pannell,,
1681,Aglaia subsessilis C.M.Pannell,,
1682,Aglaia tenuicaulis Hiern,,
1683,Aglaia teysmanniana Miq.,,
1684,Aglaia tomentosa Teijsm. & Binn.,,
1685,Aglaia variisquama C.M.Pannell,,
1686,"Agrostistachys borneensis Becc.
(syn = Agrostistachys leptostachya Pax & K.Hoffm.)",,
1687,Ailanthus triphysa (Dennst.) Alston,,
1688,Alangium longiflorum Merr.,,
1689,Alangium nobile (Clarke) Harms,,
1690,Albizia dolichadena (Kosterm.) I.C.Nielsen,,
1691,Albizia lebbekioides Benth.,,
1692,Albizia saponaria Blume,,
1693,Alchornea rugosa (Lour.) Müll.-Arg.,,
1694,"Alchornea tiliifolia (Benth.) Müll.Arg.
(syn = Alchornea villosa Müll.-Arg.)",,
1695,Alectryon glaber (Blume) Radlk.,,
1696,Allantospermum borneense Forman,,
1697,Alseodaphne rubrolignea Kosterm.,,
1698,Amyxa pluricornis (Radlk.) Domke,,
1699,Anisophyllea cf. apetala Scortech. ex King,,
1700,Anisophyllea globosa L.Madani,,
1701,Anisophyllea impressinervia L.Madani,,
1702,"Antidesma banguensis ?""",,
1703,"Antidesma coriaceum Tul.
(syn = Antidesma cordatum Airy Shaw)",,
1704,Antidesma cuspidatum Müll.Arg.,,
1705,"Antidesma linearifolium ?""",,
1706,Antidesma montis-silam Airy Shaw,,
1707,"Antidesma neurocarpum var. hosei (Pax & K.Hoffm.) Petra Hoffm.
(syn = Antidesma hosei Pax & K.Hoffm.)",,
1708,Antidesma polystylum Airy Shaw,,
1709,"Antidesma puncticulatum Miq.
(syn = Antidesma thwaitesianum Müll.-Arg.)",,
1710,Antidesma riparium Airy Shaw,,
1711,"Antidesma rostratum ?""",,
1712,"Antidesma salicinum ?""",,
1713,"Antidesma stenophylla ?""",,
1714,Antidesma stipulare Blume,,
1715,"Antirhea anodon (Miq.) Chaw
(syn = Timonius anodon Boerl.)",,
1716,Antirhea caudata (M.E.Jansen) S.M.Chaw,,
1717,Antirhea edanoi S.M.Chaw,,
1718,Antirhea inaequalis Chaw,,
1719,Aphanamixis borneensis (Miq.) Harms,,
1720,Aphanamixis polystachya (Wall.) R.N.Parker,,
1721,Aphananthe cuspidata (Blume) Planch.,,
1722,Aporosa antennifera (Airy Shaw) Airy Shaw,,
1723,Aporosa aurea Hook.f.,,
1724,Aporosa basilanensis Merr.,,
1725,Aporosa benthamiana Hook.f.,,
1726,"Aporosa benthamiana Hook.f.
(syn = Aporosa stipulosa Merr.)",,
1727,Aporosa bullatissima Airy Shaw,,
1728,Aporosa caloneura Airy Shaw,,
1729,Aporosa chondroneura (Airy Shaw) Schot.,,
1730,Aporosa falcifera Hook.f.,,
1731,"Aporosa falcifera Hook.f.
(syn = Aporosa acuminatissima Merr.)",,
1732,Aporosa frutescens Blume,,
1733,Aporosa fulvovittata Schottky,,
1734,Aporosa granularis Airy Shaw,,
1735,Aporosa illustris Airy Shaw,,
1736,Aporosa lagenocarpa Airy Shaw,,
1737,Aporosa lucida (Miq.) Airy Shaw,,
1738,Aporosa lunatum (Miq.) Kurz,,
1739,Aporosa maingayi Hook.f.,,
1740,Aporosa nervosa Hook.f.,,
1741,"Aporosa octandra (Buch.-Ham. ex D.Don) Vickery
(syn = Aporosa dioica (Roxb.) Müll.Arg.)",,
1742,Aporosa prainiana King ex Gage,,
1743,Aporosa sarawakensis A.M.Schot.,,
1744,Aporosa subcaudata Merr.,,
1745,"Aporosa subcaudata Merr.
(syn = Aporosa bracteosa Pax ex Hoffm.)",,
1746,Aporosa sylvestri Airy Shaw,,
1747,Aporosa symplocoides (Hook.f.) Gage.,,
1748,"Aporosa symplocoides var. chalarocarpa (Airy Shaw) Schot
(syn = Aporosa chalarocarpa Airy Shaw)",,
1749,Aquilaria microcarpa Baill.,,
1750,Archidendron cf. merrillii (J.F. MacBr.) I.C. Nielsen,,
1751,Archidendron cockburnii I.C.Nielsen,,
1752,Archidendron fagifolium (Miq.) I.C.Nielsen,,
1753,Archidendron fagifolium var. borneense,,
1754,Ardisia amabilis,,
1755,Ardisia calcicola Furtado,,
1756,Ardisia coarcta B.C.Stone,,
1757,Ardisia copelandii Mez,,
1758,Ardisia creaghii Ridl.,,
1759,Ardisia crenata Roxb.,,
1760,Ardisia daphinifolia C.M.Hu,,
1761,Ardisia discocalyx ?,,
1762,"Ardisia elliptica Thunb.
(syn = Ardisia littoralis Andrews)",,
1763,Ardisia eximia Miq.,,
1764,Ardisia fortis Mez,,
1765,Ardisia fuliginosa Blume,,
1766,Ardisia hosei Merr.,,
1767,Ardisia javanica A.DC.,,
1768,Ardisia keithleyi Merr.,,
1769,Ardisia korthalsiana Scheff.,,
1770,Ardisia lancifolia Merr.,,
1771,Ardisia lingula B.C.Stone,,
1772,Ardisia lucida Merr.,,
1773,Ardisia lurida Blume,,
1774,Ardisia macrocalyx Scheff.,,
1775,Ardisia macrophylla Reinw. ex Blume,,
1776,Ardisia meijeri C.M.Hu,,
1777,Ardisia monilipila B.C.Stone,,
1778,Ardisia obovatifolia Merr.,,
1779,Ardisia obscurinervia Merr.,,
1780,Ardisia oocarpa Stapf,,
1781,Ardisia ophirensis Mez,,
1782,Ardisia oxyphylla Wall. & A.DC.,,
1783,Ardisia pachysandra Mez,,
1784,"Ardisia polysticta Miq.
(syn = Ardisia virens Kurz)",,
1785,Ardisia premnifolia C.M.Hu,,
1786,Ardisia pterocaulis Miq.,,
1787,"Ardisia pterocaulis Miq.
(syn = Ardisia platyclada King & Gamble)",,
1788,"Ardisia pterocaulis Miq.
(syn = Ardisia synneura Scheff.)",,
1789,"Ardisia purpurea Reinw. ex Blume
(syn = Ardisia lanceolata Roxb.)",,
1790,"Ardisia pusilla A.DC.
(syn = Ardisia villosa (Thunb.)Mez)",,
1791,Ardisia reclinata Scheff.,,
1792,Ardisia ridleyi King & Gamble,,
1793,Ardisia sanguinolenta Blume,,
1794,Ardisia scabrida Mez,,
1795,"Ardisia serrata (Cav.) Pers.
(syn = Ardisia abanii B.C.Stone)",,
1796,"Ardisia serrata (Cav.) Pers.
(syn = Ardisia pyramidalis (Cav.) Pers.)",,
1797,Ardisia serrata Pers.,,
1798,Ardisia sublepidota Merr.,,
1799,Ardisia tomentosa C.Presl,,
1800,Ardisia trichogyne B.C.Stone,,
1801,Ardisia vernicosa Mez,,
1802,"Ardisia villosa Roxb.
(syn = Ardisia vestita Wall.)",,
1803,Argusia argentea (L.f.) H.Heine,,
1804,"Artocarpus chama Buch.-Ham.
(syn = Artocarpus melinoxylus Gagnep.)",,
1805,"Artocarpus dadah Miq.
(syn = Artocarpus peltatus Merr.)",,
1806,Artocarpus excelsus Jarret,,
1807,Artocarpus glaucus Blume,,
1808,Artocarpus jarrettiae Kochummen,,
1809,Artocarpus longifolius Becc.,,
1810,Artocarpus obtusus Jarrett,,
1811,Artocarpus teysmannii Miq.,,
1812,Artocarpus tomentosulus Jarrett,,
1813,Ascarina philippinensis C.B.Robinson,,
1814,Ashtonia excelsa Airy Shaw,,
1815,Astronia cumingiana Vidal,,
1816,Astronia macrophylla Blume,,
1817,Avicennia marina Vierh.,,
1818,Avicennia officinalis L.,,
1819,Axinandra coriacea Baill.,,
1820,Baccaurea deflexa Müll.Arg.,,
1821,Baccaurea javanica (Blume) Mull.,,
1822,Baccaurea macrophylla Pax,,
1823,Baccaurea maingayi Hook.f.,,
1824,Baccaurea mollis Haegens,,
1825,Baccaurea nanihua Merr.,,
1826,Baccaurea odoratissima Elmer,,
1827,"Baccaurea odoratissima Elmer
(syn = Baccaurea trunciflora Merr.)",,
1828,Baccaurea philippinensis Merr.,,
1829,Baccaurea polyneura Hook.f.,,
1830,"Baccaurea polyneura Hook.f.
(syn = Baccaurea kunstleri King ex Gage)",,
1831,Baccaurea sumatrana (Miq.) Mull.,,
1832,Baccaurea tetrandra (Baill.) Mull.,,
1833,Barringtonia curranii Merr.,,
1834,Barringtonia gigantostachya Koord. & Valeton,,
1835,Barringtonia macrocarpa Hassk.,,
1836,Barringtonia pterita Merr.,,
1837,Barringtonia revoluta Merr.,,
1838,Beilschmiedia brachystachys Kosterm.,,
1839,Beilschmiedia cf. gemmiflora (Blume) Kosterm.,,
1840,Beilschmiedia gynotrochioides Kosterm.,,
1841,"Benkara emanuelssoniana (Ridsdale) Ridsdale
(syn = Fagerlindia emanuelssoniana C.E.Ridsdale)",,
1842,Bhesa robusta (Roxb.) Ding Hou,,
1843,Blumeodendron calophyllum Airy Shaw,,
1844,Blumeodendron concolor Gage,,
1845,Botryophora geniculata (Miq.) Buemee ex Airy Shaw,,
1846,"Brackenridgea elegantissima (Wall.) Kanis
(syn = Brackenridgea hookeri (Planch.) A.Gray)",,
1847,Brackenridgea palustris Bartelli,,
1848,Breynia glauca Craib,,
1849,Breynia racemosa (Blume) Müll.-Arg.,,
1850,Bridelia adusta Airy Shaw,,
1851,"Bridelia cinnamomea Hook.f.
(syn = Bridelia griffithii Hook.f.)",,
1852,"Bridelia glauca Blume.
(syn = Bridelia glauca Blume var. sosopodonica (Airy Shaw) S.Dressler)",,
1853,Bridelia pustulata Hook.f.,,
1854,Brownlowia arachnoidea Kosterm.,,
1855,Brownlowia argentata Kurz,,
1856,Brownlowia tersa (L.) Kosterm.,,
1857,Callicarpa crispa ?,,
1858,Callicarpa erioclona Schauer,,
1859,Callicarpa furfuracea Ridl.,,
1860,Callicarpa grandiflora (Hallier f.) Govaerts,,
1861,Callicarpa hanumiae ?,,
1862,Callicarpa havilandii (King & Gamble) H.J. Lam,,
1863,Callicarpa involucrata Merr.,,
1864,Callicarpa kinabaluensis Bakh. & Heine,,
1865,Callicarpa mollisimplicita ?,,
1866,"Callicarpa pentandra Roxb.
(syn = Callicarpa cumingiana Schauer)",,
1867,"Callicarpa pentandra Roxb.
(syn = Callicarpa hexandra Teijsm. & Binn.)",,
1868,Callicarpa plumosa Quisumb & Merr.,,
1869,Callicarpa stapfii H.N.Moldenke,,
1870,Callicarpa superposita Merr.,,
1871,Calophyllum burmanii Wight,,
1872,Calophyllum bursiculum ?,,
1873,Calophyllum calaba var. bracteatum (Wight) P.F.Stevens,,
1874,Calophyllum clemensorum P.F.Stevens,,
1875,Calophyllum complanatum P.F.Stevens,,
1876,Calophyllum dispar P.F.Stevens,,
1877,Calophyllum exiticostatum P.F.Stevens,,
1878,Calophyllum ferrugineum Merr. var. orientale P.F.Stevens,,
1879,Calophyllum incrassatum M.R.Hend. & Wyatt-Sm.,,
1880,Calophyllum incumbens P.F.Stevens,,
1881,Calophyllum pisiferum Planch. & Triana,,
1882,Calophyllum pyriforme P.F.Stevens,,
1883,Calophyllum rigidum Miq.,,
1884,Calophyllum rubiginosum M.R.Hend. & Wyatt-Sm.,,
1885,"Calophyllum soulattri ""Burm."" ex F.Mull.",,
1886,Calophyllum tetrapterum Miq.,,
1887,Calophyllum woodii P.F.Stevens,,
1888,Camellia lanceolata (Blume) Seemen,,
1889,Camellia sinensis Kuntze,,
1890,Canthium confertum Korth.,,
1891,Canthium glabrum Blume,,
1892,Canthium hirtellum Ridl.,,
1893,Canthium molle King & Gamble,,
1894,Carallia coriifolia Ridl.,,
1895,Carallia sp.4,,
1896,Casearia capitellata Blume,,
1897,Casearia clarkei King,,
1898,Casearia elliptifolia Merr,,
1899,Casearia lobbiana Turcz,,
1900,Casearia stapfiana Ridl.,,
1901,Casearia tuberculata Blume,,
1902,Casearia velutinosa Ridl.,,
1903,Castanopsis pedunculata Soepadmo,,
1904,Celtis philippensis Blanco,,
1905,Celtis timorensis Span.,,
1906,Cephalomappa beccariana Baill.,,
1907,Cephalomappa lepidotula Airy Shaw,,
1908,Cephalomappa malloticarpa J.J.Sm.,,
1909,Cerbera odollam Gaertn.,,
1910,Ceriscoides perakensis (King & Gamble) K.M.Wong,,
1911,Ceuthostoma terminale L.A.S.Johnson,,
1912,Champereia manillana Merr.,,
1913,Chionanthus callophylloides Kiew,,
1914,Chionanthus callophyllus Blume,,
1915,Chionanthus cordulatus Koorders,,
1916,Chionanthus crispus Kiew,,
1917,Chionanthus evenius (Stapf) Kiew,,
1918,Chionanthus globosus (Kiew) Kiew,,
1919,Chionanthus kinabaluensis Kiew,,
1920,Chionanthus leopoldi Kiew,,
